state	collection_date	n	n_sgtf	n_b117	n_seq	n_sgtf_seq
DC	2021-01-02	1	0	0	1	0
DC	2021-01-18	1	0	0	0	0
DE	2020-09-10	1	0	0	0	0
DE	2020-09-15	1	0	0	0	0
DE	2020-10-01	3	0	0	0	0
DE	2020-10-20	2	0	0	0	0
DE	2020-10-27	1	0	0	0	0
DE	2020-11-03	4	0	0	0	0
DE	2020-11-06	1	0	0	0	0
DE	2020-11-10	1	0	0	0	0
DE	2020-11-12	1	0	0	0	0
DE	2020-11-17	2	0	0	0	0
DE	2020-11-24	4	0	0	0	0
DE	2020-11-27	1	0	0	0	0
DE	2020-11-30	1	0	0	0	0
DE	2020-12-01	2	0	0	0	0
DE	2020-12-03	3	0	0	0	0
DE	2020-12-07	1	0	0	0	0
DE	2020-12-08	1	0	0	0	0
DE	2020-12-09	1	0	0	0	0
DE	2020-12-10	3	0	0	0	0
DE	2020-12-12	1	0	0	0	0
DE	2020-12-15	2	0	0	0	0
DE	2020-12-17	3	0	0	0	0
DE	2020-12-18	1	0	0	0	0
DE	2020-12-19	1	0	0	0	0
DE	2020-12-20	1	0	0	0	0
DE	2020-12-22	2	0	0	0	0
DE	2020-12-24	5	0	0	0	0
DE	2020-12-26	1	0	0	0	0
DE	2020-12-28	1	0	0	0	0
DE	2020-12-29	3	0	0	0	0
DE	2020-12-31	1	0	0	0	0
DE	2021-01-03	1	0	0	0	0
DE	2021-01-04	1	0	0	1	0
DE	2021-01-05	4	0	0	1	0
DE	2021-01-07	2	0	0	0	0
DE	2021-01-08	3	0	0	0	0
DE	2021-01-12	4	0	0	0	0
DE	2021-01-13	1	0	0	0	0
DE	2021-01-14	1	0	0	1	0
DE	2021-01-15	1	0	0	0	0
DE	2021-01-16	1	0	0	0	0
DE	2021-01-18	1	0	0	0	0
DE	2021-01-19	2	0	0	0	0
DE	2021-01-20	1	0	0	0	0
DE	2021-01-21	2	0	0	0	0
DE	2021-01-23	1	0	0	0	0
DE	2021-01-25	2	0	0	0	0
DE	2021-01-26	3	0	0	0	0
DE	2021-01-27	1	0	0	0	0
DE	2021-01-28	2	0	0	0	0
FL	2020-09-05	1	0	0	0	0
FL	2020-09-06	8	0	0	0	0
FL	2020-09-07	1	0	0	0	0
FL	2020-09-08	176	0	0	0	0
FL	2020-09-09	137	0	0	0	0
FL	2020-09-10	126	0	0	0	0
FL	2020-09-11	135	0	0	0	0
FL	2020-09-12	145	0	0	0	0
FL	2020-09-13	121	0	0	0	0
FL	2020-09-14	165	0	0	0	0
FL	2020-09-15	137	0	0	0	0
FL	2020-09-16	129	0	0	0	0
FL	2020-09-17	121	0	0	0	0
FL	2020-09-18	116	0	0	0	0
FL	2020-09-19	134	0	0	0	0
FL	2020-09-20	132	0	0	0	0
FL	2020-09-21	149	1	0	0	0
FL	2020-09-22	113	0	0	0	0
FL	2020-09-23	151	0	0	0	0
FL	2020-09-24	115	0	0	0	0
FL	2020-09-25	103	0	0	0	0
FL	2020-09-26	110	0	0	0	0
FL	2020-09-27	123	1	0	0	0
FL	2020-09-28	134	0	0	0	0
FL	2020-09-29	104	0	0	0	0
FL	2020-09-30	100	0	0	0	0
FL	2020-10-01	120	0	0	0	0
FL	2020-10-02	121	0	0	0	0
FL	2020-10-03	166	0	0	0	0
FL	2020-10-04	154	0	0	0	0
FL	2020-10-05	187	0	0	0	0
FL	2020-10-06	182	1	0	0	0
FL	2020-10-07	198	0	0	0	0
FL	2020-10-08	239	0	0	0	0
FL	2020-10-09	168	0	0	0	0
FL	2020-10-10	172	0	0	0	0
FL	2020-10-11	155	0	0	0	0
FL	2020-10-12	231	0	0	0	0
FL	2020-10-13	269	0	0	0	0
FL	2020-10-14	308	1	0	0	0
FL	2020-10-15	311	2	0	0	0
FL	2020-10-16	293	0	0	0	0
FL	2020-10-17	253	0	0	0	0
FL	2020-10-18	196	0	0	0	0
FL	2020-10-19	309	0	0	0	0
FL	2020-10-20	340	2	0	0	0
FL	2020-10-21	382	0	0	0	0
FL	2020-10-22	384	0	0	0	0
FL	2020-10-23	305	0	0	0	0
FL	2020-10-24	307	0	0	0	0
FL	2020-10-25	300	0	0	0	0
FL	2020-10-26	377	0	0	0	0
FL	2020-10-27	408	2	0	0	0
FL	2020-10-28	398	0	0	0	0
FL	2020-10-29	459	0	0	0	0
FL	2020-10-30	385	1	0	0	0
FL	2020-10-31	332	2	0	0	0
FL	2020-11-01	249	1	0	0	0
FL	2020-11-02	395	2	0	0	0
FL	2020-11-03	414	3	0	0	0
FL	2020-11-04	485	4	0	0	0
FL	2020-11-05	536	2	0	0	0
FL	2020-11-06	416	3	0	0	0
FL	2020-11-07	503	4	0	0	0
FL	2020-11-08	457	4	0	0	0
FL	2020-11-09	614	4	0	0	0
FL	2020-11-10	598	8	0	0	0
FL	2020-11-11	491	9	0	0	0
FL	2020-11-12	528	8	0	0	0
FL	2020-11-13	631	5	0	0	0
FL	2020-11-14	585	9	0	0	0
FL	2020-11-15	469	4	0	0	0
FL	2020-11-16	551	5	0	0	0
FL	2020-11-17	496	5	0	0	0
FL	2020-11-18	457	5	0	0	0
FL	2020-11-19	485	3	0	0	0
FL	2020-11-20	462	3	0	0	0
FL	2020-11-21	412	4	0	0	0
FL	2020-11-22	316	1	0	0	0
FL	2020-11-23	414	2	0	0	0
FL	2020-11-24	420	3	0	0	0
FL	2020-11-25	442	5	0	0	0
FL	2020-11-27	556	11	0	0	0
FL	2020-11-28	554	7	0	0	0
FL	2020-11-29	430	4	0	0	0
FL	2020-11-30	597	5	0	0	0
FL	2020-12-01	565	3	0	0	0
FL	2020-12-02	438	4	0	0	0
FL	2020-12-03	527	6	0	0	0
FL	2020-12-04	483	3	0	0	0
FL	2020-12-05	459	10	0	0	0
FL	2020-12-06	415	3	0	0	0
FL	2020-12-07	536	5	0	0	0
FL	2020-12-08	481	8	0	0	0
FL	2020-12-09	436	9	0	0	0
FL	2020-12-10	516	8	0	0	0
FL	2020-12-11	436	8	0	0	0
FL	2020-12-12	493	3	0	0	0
FL	2020-12-13	502	5	0	0	0
FL	2020-12-14	586	12	0	0	0
FL	2020-12-15	530	5	0	0	0
FL	2020-12-16	437	9	0	0	0
FL	2020-12-17	495	1	0	0	0
FL	2020-12-18	517	7	0	0	0
FL	2020-12-19	502	5	1	5	5
FL	2020-12-20	407	3	0	3	3
FL	2020-12-21	553	10	0	0	0
FL	2020-12-22	457	4	0	0	0
FL	2020-12-23	625	9	0	0	0
FL	2020-12-24	738	6	0	0	0
FL	2020-12-26	718	9	5	9	9
FL	2020-12-27	636	6	2	6	6
FL	2020-12-28	860	12	6	12	12
FL	2020-12-29	832	13	5	13	13
FL	2020-12-30	770	11	7	11	11
FL	2020-12-31	726	15	7	16	15
FL	2021-01-02	869	17	5	27	15
FL	2021-01-03	769	14	2	16	9
FL	2021-01-04	1046	12	3	13	9
FL	2021-01-05	858	13	4	17	12
FL	2021-01-06	776	9	2	13	8
FL	2021-01-07	719	18	0	1	1
FL	2021-01-08	763	11	0	0	0
FL	2021-01-09	556	12	0	0	0
FL	2021-01-10	490	11	5	8	6
FL	2021-01-11	769	13	9	15	11
FL	2021-01-12	610	13	9	16	11
FL	2021-01-13	610	13	0	2	2
FL	2021-01-14	641	16	11	18	15
FL	2021-01-15	611	16	1	2	2
FL	2021-01-16	587	24	0	0	0
FL	2021-01-17	510	17	0	0	0
FL	2021-01-18	704	28	0	0	0
FL	2021-01-19	613	25	0	0	0
FL	2021-01-20	658	29	0	0	0
FL	2021-01-21	664	36	0	0	0
FL	2021-01-22	711	27	0	0	0
FL	2021-01-23	525	26	0	0	0
FL	2021-01-24	528	27	0	0	0
FL	2021-01-25	702	50	0	0	0
FL	2021-01-26	606	34	0	0	0
FL	2021-01-27	578	47	0	0	0
FL	2021-01-28	601	44	0	0	0
FL	2021-01-29	140	9	0	0	0
GA	2020-09-07	2	0	0	0	0
GA	2020-09-08	2	0	0	0	0
GA	2020-09-09	3	0	0	0	0
GA	2020-09-10	3	0	0	0	0
GA	2020-09-11	2	0	0	0	0
GA	2020-09-14	3	0	0	0	0
GA	2020-09-15	4	0	0	0	0
GA	2020-09-16	2	0	0	0	0
GA	2020-09-17	7	0	0	0	0
GA	2020-09-18	10	0	0	0	0
GA	2020-09-19	25	0	0	0	0
GA	2020-09-20	20	0	0	0	0
GA	2020-09-21	19	0	0	0	0
GA	2020-09-22	28	0	0	0	0
GA	2020-09-23	19	0	0	0	0
GA	2020-09-24	25	0	0	0	0
GA	2020-09-25	17	0	0	0	0
GA	2020-09-26	29	0	0	0	0
GA	2020-09-27	13	0	0	0	0
GA	2020-09-28	33	0	0	0	0
GA	2020-09-29	31	0	0	0	0
GA	2020-09-30	25	0	0	0	0
GA	2020-10-01	26	0	0	0	0
GA	2020-10-02	25	0	0	0	0
GA	2020-10-03	23	0	0	0	0
GA	2020-10-04	23	0	0	0	0
GA	2020-10-05	30	0	0	0	0
GA	2020-10-06	22	0	0	0	0
GA	2020-10-07	16	0	0	0	0
GA	2020-10-08	11	0	0	0	0
GA	2020-10-09	40	0	0	0	0
GA	2020-10-10	48	0	0	0	0
GA	2020-10-11	36	0	0	0	0
GA	2020-10-12	34	0	0	0	0
GA	2020-10-13	67	0	0	0	0
GA	2020-10-14	44	0	0	0	0
GA	2020-10-15	66	0	0	0	0
GA	2020-10-16	51	0	0	0	0
GA	2020-10-17	69	0	0	0	0
GA	2020-10-18	46	0	0	0	0
GA	2020-10-19	63	0	0	0	0
GA	2020-10-20	50	0	0	0	0
GA	2020-10-21	76	0	0	0	0
GA	2020-10-22	60	0	0	0	0
GA	2020-10-23	86	0	0	0	0
GA	2020-10-24	88	0	0	0	0
GA	2020-10-25	74	0	0	0	0
GA	2020-10-26	97	0	0	0	0
GA	2020-10-27	115	0	0	0	0
GA	2020-10-28	93	0	0	0	0
GA	2020-10-29	107	0	0	0	0
GA	2020-10-30	100	0	0	0	0
GA	2020-10-31	103	0	0	0	0
GA	2020-11-01	89	0	0	0	0
GA	2020-11-02	123	0	0	0	0
GA	2020-11-03	102	0	0	0	0
GA	2020-11-04	119	0	0	0	0
GA	2020-11-05	130	1	0	0	0
GA	2020-11-06	109	0	0	0	0
GA	2020-11-07	151	0	0	0	0
GA	2020-11-08	139	0	0	0	0
GA	2020-11-09	222	0	0	0	0
GA	2020-11-10	191	0	0	0	0
GA	2020-11-11	159	0	0	0	0
GA	2020-11-12	177	0	0	0	0
GA	2020-11-13	182	0	0	0	0
GA	2020-11-14	178	0	0	0	0
GA	2020-11-15	185	0	0	0	0
GA	2020-11-16	178	2	0	0	0
GA	2020-11-17	144	0	0	0	0
GA	2020-11-18	155	0	0	0	0
GA	2020-11-19	139	1	0	0	0
GA	2020-11-20	149	0	0	0	0
GA	2020-11-21	96	1	0	0	0
GA	2020-11-22	90	0	0	0	0
GA	2020-11-23	146	0	0	0	0
GA	2020-11-24	153	0	0	0	0
GA	2020-11-25	172	0	0	0	0
GA	2020-11-27	257	1	0	0	0
GA	2020-11-28	223	0	0	0	0
GA	2020-11-29	211	0	0	0	0
GA	2020-11-30	257	1	0	0	0
GA	2020-12-01	237	1	0	0	0
GA	2020-12-02	219	0	0	0	0
GA	2020-12-03	233	1	0	0	0
GA	2020-12-04	193	0	0	0	0
GA	2020-12-05	227	0	0	0	0
GA	2020-12-06	206	0	0	0	0
GA	2020-12-07	249	0	0	0	0
GA	2020-12-08	224	0	0	0	0
GA	2020-12-09	214	0	0	0	0
GA	2020-12-10	241	0	0	0	0
GA	2020-12-11	257	0	0	0	0
GA	2020-12-12	242	0	0	0	0
GA	2020-12-13	213	1	0	0	0
GA	2020-12-14	297	2	0	0	0
GA	2020-12-15	286	0	0	0	0
GA	2020-12-16	219	0	0	0	0
GA	2020-12-17	237	1	0	0	0
GA	2020-12-18	220	2	0	0	0
GA	2020-12-19	228	0	0	0	0
GA	2020-12-20	192	0	0	0	0
GA	2020-12-21	302	2	0	0	0
GA	2020-12-22	282	1	0	0	0
GA	2020-12-23	319	0	0	0	0
GA	2020-12-24	351	0	0	0	0
GA	2020-12-26	397	0	0	0	0
GA	2020-12-27	320	0	0	0	0
GA	2020-12-28	427	0	0	0	0
GA	2020-12-29	439	1	1	1	1
GA	2020-12-30	398	0	0	0	0
GA	2020-12-31	411	0	0	0	0
GA	2021-01-02	440	1	0	9	1
GA	2021-01-03	393	3	1	4	2
GA	2021-01-04	478	3	2	9	3
GA	2021-01-05	460	1	1	4	1
GA	2021-01-06	398	3	1	8	3
GA	2021-01-07	368	1	0	0	0
GA	2021-01-08	325	3	0	0	0
GA	2021-01-09	267	1	0	0	0
GA	2021-01-10	221	0	0	2	0
GA	2021-01-11	357	2	2	8	2
GA	2021-01-12	353	3	0	3	0
GA	2021-01-13	270	1	0	0	0
GA	2021-01-14	311	7	5	7	5
GA	2021-01-15	281	1	0	1	0
GA	2021-01-16	259	2	0	0	0
GA	2021-01-17	234	1	0	0	0
GA	2021-01-18	306	2	0	0	0
GA	2021-01-19	282	5	0	0	0
GA	2021-01-20	285	4	0	0	0
GA	2021-01-21	280	5	0	0	0
GA	2021-01-22	267	7	0	0	0
GA	2021-01-23	226	2	0	0	0
GA	2021-01-24	232	5	0	0	0
GA	2021-01-25	294	6	0	0	0
GA	2021-01-26	273	0	0	0	0
GA	2021-01-27	240	3	0	0	0
GA	2021-01-28	278	4	0	0	0
GA	2021-01-29	4	0	0	0	0
GU	2020-09-23	1	0	0	0	0
GU	2020-11-17	1	0	0	0	0
GU	2020-12-02	1	0	0	0	0
HI	2020-09-09	1	0	0	0	0
HI	2020-09-11	1	0	0	0	0
HI	2020-09-12	2	0	0	0	0
HI	2020-09-14	1	0	0	0	0
HI	2020-09-15	2	0	0	0	0
HI	2020-09-17	1	0	0	0	0
HI	2020-09-18	1	0	0	0	0
HI	2020-09-19	1	0	0	0	0
HI	2020-09-21	2	0	0	0	0
HI	2020-09-22	1	0	0	0	0
HI	2020-09-23	1	0	0	0	0
HI	2020-09-24	1	0	0	0	0
HI	2020-10-02	1	0	0	0	0
HI	2020-10-03	1	0	0	0	0
HI	2020-10-05	2	0	0	0	0
HI	2020-10-06	1	0	0	0	0
HI	2020-10-13	1	0	0	0	0
HI	2020-10-14	1	0	0	0	0
HI	2020-10-15	2	0	0	0	0
HI	2020-10-17	2	0	0	0	0
HI	2020-10-19	1	0	0	0	0
HI	2020-10-22	1	0	0	0	0
HI	2020-10-23	1	0	0	0	0
HI	2020-10-24	2	0	0	0	0
HI	2020-10-25	1	0	0	0	0
HI	2020-10-26	1	0	0	0	0
HI	2020-10-28	1	0	0	0	0
HI	2020-10-30	2	0	0	0	0
HI	2020-10-31	1	0	0	0	0
HI	2020-11-03	3	0	0	0	0
HI	2020-11-05	1	0	0	0	0
HI	2020-11-13	2	0	0	0	0
HI	2020-11-17	1	0	0	0	0
HI	2020-11-18	1	0	0	0	0
HI	2020-11-27	1	0	0	0	0
HI	2020-11-29	2	0	0	0	0
HI	2020-12-01	1	0	0	0	0
HI	2020-12-04	1	0	0	0	0
HI	2020-12-09	1	0	0	0	0
HI	2020-12-10	1	0	0	0	0
HI	2020-12-11	2	0	0	0	0
HI	2020-12-14	2	0	0	0	0
HI	2020-12-15	2	0	0	0	0
HI	2020-12-16	1	0	0	0	0
HI	2020-12-17	1	0	0	0	0
HI	2020-12-18	1	0	0	0	0
HI	2020-12-22	2	0	0	0	0
HI	2020-12-26	3	0	0	0	0
HI	2020-12-27	1	0	0	0	0
HI	2020-12-28	1	0	0	0	0
HI	2020-12-29	4	0	0	0	0
HI	2020-12-30	1	0	0	0	0
HI	2020-12-31	1	0	0	0	0
HI	2021-01-02	1	0	0	1	0
HI	2021-01-03	1	0	0	0	0
HI	2021-01-06	1	0	0	1	0
HI	2021-01-07	1	0	0	0	0
HI	2021-01-08	2	0	0	0	0
HI	2021-01-12	2	0	0	1	0
HI	2021-01-13	1	0	0	0	0
HI	2021-01-20	1	0	0	0	0
HI	2021-01-21	1	0	0	0	0
HI	2021-01-22	1	0	0	0	0
HI	2021-01-26	1	0	0	0	0
IA	2020-09-08	1	0	0	0	0
IA	2020-10-07	2	0	0	0	0
IA	2020-10-09	2	0	0	0	0
IA	2020-10-12	1	0	0	0	0
IA	2020-10-19	1	0	0	0	0
IA	2020-10-23	1	0	0	0	0
IA	2020-11-02	1	0	0	0	0
IA	2020-11-03	1	0	0	0	0
IA	2020-11-04	3	0	0	0	0
IA	2020-11-09	1	0	0	0	0
IA	2020-11-10	1	0	0	0	0
IA	2020-11-12	4	0	0	0	0
IA	2020-11-14	1	0	0	0	0
IA	2020-11-16	1	0	0	0	0
IA	2020-11-17	3	0	0	0	0
IA	2020-11-19	2	0	0	0	0
IA	2020-11-20	1	0	0	0	0
IA	2020-11-24	4	0	0	0	0
IA	2020-11-28	1	0	0	0	0
IA	2020-11-29	1	0	0	0	0
IA	2020-12-01	1	0	0	0	0
IA	2020-12-03	1	0	0	0	0
IA	2020-12-05	1	0	0	0	0
IA	2020-12-07	3	0	0	0	0
IA	2020-12-17	2	0	0	0	0
IA	2020-12-21	2	0	0	0	0
IA	2020-12-22	1	0	0	0	0
IA	2020-12-28	2	0	0	0	0
IA	2020-12-30	1	0	0	0	0
IA	2021-01-02	2	0	0	1	0
IA	2021-01-04	1	0	0	1	0
IA	2021-01-06	1	0	0	1	0
IA	2021-01-11	2	0	0	0	0
IA	2021-01-14	2	0	0	1	0
IA	2021-01-18	2	0	0	0	0
IA	2021-01-22	1	0	0	0	0
IA	2021-01-28	1	0	0	0	0
ID	2020-10-21	3	0	0	0	0
ID	2020-10-28	2	0	0	0	0
ID	2020-11-02	1	0	0	0	0
ID	2020-11-04	1	0	0	0	0
ID	2020-11-09	1	0	0	0	0
ID	2020-11-11	1	0	0	0	0
ID	2020-11-12	1	0	0	0	0
ID	2020-11-13	2	0	0	0	0
ID	2020-11-16	1	0	0	0	0
ID	2020-11-18	2	0	0	0	0
ID	2020-11-21	1	0	0	0	0
ID	2020-11-23	1	0	0	0	0
ID	2020-11-24	1	0	0	0	0
ID	2020-11-28	1	0	0	0	0
ID	2020-11-30	1	0	0	0	0
ID	2020-12-02	1	0	0	0	0
ID	2020-12-03	2	0	0	0	0
ID	2020-12-04	3	0	0	0	0
ID	2020-12-05	2	0	0	0	0
ID	2020-12-07	1	0	0	0	0
ID	2020-12-09	3	0	0	0	0
ID	2020-12-11	3	0	0	0	0
ID	2020-12-19	1	0	0	0	0
ID	2020-12-27	1	0	0	0	0
ID	2020-12-29	1	0	0	0	0
ID	2021-01-05	1	0	0	1	0
ID	2021-01-06	1	0	0	0	0
ID	2021-01-13	1	0	0	0	0
IL	2020-09-08	4	0	0	0	0
IL	2020-09-10	1	0	0	0	0
IL	2020-09-12	1	0	0	0	0
IL	2020-09-14	2	0	0	0	0
IL	2020-09-15	7	0	0	0	0
IL	2020-09-16	1	0	0	0	0
IL	2020-09-17	2	0	0	0	0
IL	2020-09-19	4	0	0	0	0
IL	2020-09-20	4	0	0	0	0
IL	2020-09-21	1	0	0	0	0
IL	2020-09-22	5	0	0	0	0
IL	2020-09-23	2	0	0	0	0
IL	2020-09-24	1	0	0	0	0
IL	2020-09-26	1	0	0	0	0
IL	2020-09-27	1	0	0	0	0
IL	2020-09-28	1	0	0	0	0
IL	2020-09-29	2	0	0	0	0
IL	2020-09-30	2	0	0	0	0
IL	2020-10-01	1	0	0	0	0
IL	2020-10-02	4	0	0	0	0
IL	2020-10-06	5	0	0	0	0
IL	2020-10-07	1	0	0	0	0
IL	2020-10-08	3	0	0	0	0
IL	2020-10-09	3	0	0	0	0
IL	2020-10-12	1	0	0	0	0
IL	2020-10-13	7	0	0	0	0
IL	2020-10-14	1	0	0	0	0
IL	2020-10-15	5	0	0	0	0
IL	2020-10-16	1	0	0	0	0
IL	2020-10-17	8	0	0	0	0
IL	2020-10-19	1	0	0	0	0
IL	2020-10-20	8	0	0	0	0
IL	2020-10-21	5	0	0	0	0
IL	2020-10-22	3	0	0	0	0
IL	2020-10-23	6	0	0	0	0
IL	2020-10-24	6	0	0	0	0
IL	2020-10-25	10	0	0	0	0
IL	2020-10-26	8	0	0	0	0
IL	2020-10-27	17	0	0	0	0
IL	2020-10-28	8	0	0	0	0
IL	2020-10-29	23	0	0	0	0
IL	2020-10-30	15	0	0	0	0
IL	2020-10-31	14	0	0	0	0
IL	2020-11-01	7	0	0	0	0
IL	2020-11-02	9	0	0	0	0
IL	2020-11-03	26	0	0	0	0
IL	2020-11-04	14	0	0	0	0
IL	2020-11-05	23	0	0	0	0
IL	2020-11-06	13	0	0	0	0
IL	2020-11-07	21	0	0	0	0
IL	2020-11-08	8	0	0	0	0
IL	2020-11-09	18	0	0	0	0
IL	2020-11-10	44	0	0	0	0
IL	2020-11-11	13	0	0	0	0
IL	2020-11-12	28	0	0	0	0
IL	2020-11-13	11	0	0	0	0
IL	2020-11-14	24	0	0	0	0
IL	2020-11-15	5	0	0	0	0
IL	2020-11-16	18	0	0	0	0
IL	2020-11-17	39	0	0	0	0
IL	2020-11-18	11	0	0	0	0
IL	2020-11-19	26	0	0	0	0
IL	2020-11-20	18	0	0	0	0
IL	2020-11-21	13	0	0	0	0
IL	2020-11-22	2	0	0	0	0
IL	2020-11-23	27	0	0	0	0
IL	2020-11-24	27	0	0	0	0
IL	2020-11-25	21	0	0	0	0
IL	2020-11-26	3	0	0	0	0
IL	2020-11-27	14	0	0	0	0
IL	2020-11-28	17	0	0	0	0
IL	2020-11-29	4	0	0	0	0
IL	2020-11-30	12	0	0	0	0
IL	2020-12-01	27	0	0	0	0
IL	2020-12-02	19	0	0	0	0
IL	2020-12-03	26	0	0	0	0
IL	2020-12-04	23	0	0	0	0
IL	2020-12-05	16	0	0	0	0
IL	2020-12-06	9	0	0	0	0
IL	2020-12-07	22	0	0	0	0
IL	2020-12-08	26	0	0	0	0
IL	2020-12-09	8	0	0	0	0
IL	2020-12-10	18	0	0	0	0
IL	2020-12-11	2	0	0	0	0
IL	2020-12-12	11	0	0	0	0
IL	2020-12-13	4	0	0	0	0
IL	2020-12-14	11	0	0	0	0
IL	2020-12-15	16	0	0	0	0
IL	2020-12-16	13	0	0	0	0
IL	2020-12-17	14	0	0	0	0
IL	2020-12-18	7	0	0	0	0
IL	2020-12-19	9	0	0	0	0
IL	2020-12-20	4	0	0	0	0
IL	2020-12-21	5	0	0	0	0
IL	2020-12-22	17	0	0	0	0
IL	2020-12-23	19	0	0	0	0
IL	2020-12-24	13	0	0	0	0
IL	2020-12-26	9	0	0	0	0
IL	2020-12-27	4	0	0	0	0
IL	2020-12-28	5	0	0	0	0
IL	2020-12-29	13	0	0	0	0
IL	2020-12-30	6	0	0	0	0
IL	2020-12-31	14	0	0	1	0
IL	2021-01-02	4	0	0	0	0
IL	2021-01-03	5	0	0	1	0
IL	2021-01-04	11	0	0	2	0
IL	2021-01-05	16	0	0	2	0
IL	2021-01-06	12	0	0	1	0
IL	2021-01-07	15	0	0	0	0
IL	2021-01-08	45	0	0	1	0
IL	2021-01-09	26	0	0	0	0
IL	2021-01-10	28	0	0	0	0
IL	2021-01-11	33	0	0	1	0
IL	2021-01-12	43	0	0	1	0
IL	2021-01-13	40	0	0	0	0
IL	2021-01-14	44	0	0	1	0
IL	2021-01-15	32	0	0	0	0
IL	2021-01-16	26	0	0	0	0
IL	2021-01-17	26	0	0	0	0
IL	2021-01-18	41	0	0	0	0
IL	2021-01-19	35	0	0	0	0
IL	2021-01-20	22	0	0	0	0
IL	2021-01-21	27	1	0	0	0
IL	2021-01-22	27	2	0	0	0
IL	2021-01-23	25	2	0	0	0
IL	2021-01-24	24	0	0	0	0
IL	2021-01-25	3	1	0	0	0
IL	2021-01-26	23	0	0	0	0
IL	2021-01-27	21	1	0	0	0
IL	2021-01-28	32	0	0	0	0
IL	2021-01-29	23	2	0	0	0
IN	2020-09-08	1	0	0	0	0
IN	2020-09-11	2	0	0	0	0
IN	2020-09-12	1	0	0	0	0
IN	2020-09-14	1	0	0	0	0
IN	2020-09-15	1	0	0	0	0
IN	2020-09-17	1	0	0	0	0
IN	2020-09-18	2	0	0	0	0
IN	2020-09-22	2	0	0	0	0
IN	2020-09-23	1	0	0	0	0
IN	2020-09-24	2	0	0	0	0
IN	2020-09-29	5	0	0	0	0
IN	2020-10-01	1	0	0	0	0
IN	2020-10-06	4	0	0	0	0
IN	2020-10-07	1	0	0	0	0
IN	2020-10-08	5	0	0	0	0
IN	2020-10-13	7	0	0	0	0
IN	2020-10-14	1	0	0	0	0
IN	2020-10-15	6	0	0	0	0
IN	2020-10-16	2	0	0	0	0
IN	2020-10-20	7	0	0	0	0
IN	2020-10-21	1	0	0	0	0
IN	2020-10-22	4	0	0	0	0
IN	2020-10-23	62	0	0	0	0
IN	2020-10-24	119	0	0	0	0
IN	2020-10-25	115	0	0	0	0
IN	2020-10-26	156	0	0	0	0
IN	2020-10-27	122	0	0	0	0
IN	2020-10-28	149	0	0	0	0
IN	2020-10-29	198	0	0	0	0
IN	2020-10-30	169	0	0	0	0
IN	2020-10-31	199	0	0	0	0
IN	2020-11-01	171	0	0	0	0
IN	2020-11-02	271	0	0	0	0
IN	2020-11-03	255	1	0	0	0
IN	2020-11-04	342	0	0	0	0
IN	2020-11-05	379	0	0	0	0
IN	2020-11-06	365	0	0	0	0
IN	2020-11-07	331	0	0	0	0
IN	2020-11-08	304	0	0	0	0
IN	2020-11-09	464	0	0	0	0
IN	2020-11-10	457	0	0	0	0
IN	2020-11-11	310	0	0	0	0
IN	2020-11-12	366	0	0	0	0
IN	2020-11-13	391	0	0	0	0
IN	2020-11-14	359	0	0	0	0
IN	2020-11-15	276	0	0	0	0
IN	2020-11-16	349	0	0	0	0
IN	2020-11-17	337	1	0	0	0
IN	2020-11-18	265	0	0	0	0
IN	2020-11-19	245	1	0	0	0
IN	2020-11-20	297	0	0	0	0
IN	2020-11-21	246	1	0	0	0
IN	2020-11-22	246	0	0	0	0
IN	2020-11-23	383	0	0	0	0
IN	2020-11-24	283	0	0	0	0
IN	2020-11-25	304	0	0	0	0
IN	2020-11-27	365	1	0	0	0
IN	2020-11-28	409	2	0	0	0
IN	2020-11-29	375	3	0	0	0
IN	2020-11-30	502	2	0	0	0
IN	2020-12-01	410	2	0	0	0
IN	2020-12-02	381	1	0	0	0
IN	2020-12-03	358	0	0	0	0
IN	2020-12-04	325	0	0	0	0
IN	2020-12-05	299	1	0	0	0
IN	2020-12-06	289	0	0	0	0
IN	2020-12-07	403	0	0	0	0
IN	2020-12-08	361	0	0	0	0
IN	2020-12-09	341	0	0	0	0
IN	2020-12-10	358	0	0	0	0
IN	2020-12-11	286	0	0	0	0
IN	2020-12-12	357	1	0	0	0
IN	2020-12-13	314	0	0	0	0
IN	2020-12-14	400	1	0	0	0
IN	2020-12-15	301	0	0	0	0
IN	2020-12-16	294	0	0	0	0
IN	2020-12-17	275	0	0	0	0
IN	2020-12-18	301	0	0	0	0
IN	2020-12-19	270	0	0	0	0
IN	2020-12-20	248	1	0	1	1
IN	2020-12-21	342	0	0	0	0
IN	2020-12-22	271	2	0	0	0
IN	2020-12-23	331	1	0	1	1
IN	2020-12-24	332	1	0	1	1
IN	2020-12-26	394	0	0	0	0
IN	2020-12-27	317	0	0	0	0
IN	2020-12-28	378	0	0	0	0
IN	2020-12-29	386	0	0	0	0
IN	2020-12-30	384	0	0	0	0
IN	2020-12-31	326	1	1	1	1
IN	2021-01-02	444	0	0	5	0
IN	2021-01-03	343	1	0	7	0
IN	2021-01-04	409	2	2	8	2
IN	2021-01-05	373	1	0	4	1
IN	2021-01-06	298	1	0	4	1
IN	2021-01-07	338	0	0	0	0
IN	2021-01-08	268	0	0	0	0
IN	2021-01-09	272	0	0	0	0
IN	2021-01-10	256	0	0	3	0
